ulasan,rating,tangibles,reliability,emphaty,assurance,kategori
meja mahasiswa teknologi informasi lebih mahal fungsional banding meja ilmu komputer meja les murah,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ukt bayar sama jurus,2,1,0,0,0,tangibles
fasilitas fisik kampus fasilitas fisik kampus bagus,3,1,1,0,1,"tangibles, reliability, assurance"
alat membantu kuliah belum pada,3,0,0,0,0,umum
andal dosen staf akademik para dosen staff akademik membantu ajar kuliah,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen belum materi perkuliqhan jelas,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku mahasiswa semua staff dosen ayom mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen sulit mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap faskultas tanggao selesai masalah siswa mau bidang akademik tidak mampu biaya,3,0,1,1,0,"reliability, emphaty"
kesusahan urus berkas,3,0,0,0,1,assurance
empathy paham kepentingan mahasiswa fakultas peduli memahami kepentingan kesulitan mahasiswa fakultas mengawasi maju mahasiswa melalui dosen pembimbing akademik pun dosen pembimbing fakultas berusaha memahami minat bakat mahasiswa berusaha kembang lewat ukm-ukm organisasi organisasi kampus tersedia fakultas lupa terlalu kembang minat bakat buruk terjadi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tepat dosen patut diacungin jempol dosen datang datang lebih awal 10 menit jadwal kelas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen telat sedikit urus urus dosen menginformarsikan langsung komting tidak membuat mahasiswa terlalu lama menunggu,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen tidak hadir kelas dosen mengatakan memberi tahu hari masuk kelas komting,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen langsung mengabarin,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fisik kampus baik karna lengkap baik dosen staf baik mengarahkan pelajaran layanan kepentingan akademik siswa laku mahasiswa baik dimulai urus berkas baik ramah pemberian pelayanan santun sungguh membantu mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap fakultas tergolong kurang karna kurang perhati mahasiswa paham kepentingan mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen banyak muda gaul,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
lebih santai banyak dosen,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tidak hanya gaul dosen menyampaikan materi baik supaya para mahasiswa mengerti,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas penting ac lampu meja proyektor perhati,5,1,1,0,1,"tangibles, reliability, assurance"
soalnya banyak fakultas usu ac banyak rusak bengkalai,5,1,1,0,0,"tangibles, reliability"
kecil tetap senang merasa beruntung berada fakultas,5,1,1,0,0,"tangibles, reliability"
adik tingkat kakak tingkat baur,5,0,0,0,0,umum
inti fakultas baik segi fasilitas lingkung,5,1,1,0,1,"tangibles, reliability, assurance"
nilai layanan akademik fasilkom-ti jauh kata memuaskan,3,0,1,1,0,"reliability, emphaty"
aspek rasa aktivitas butuh layanan akademik fasilkom-ti,3,0,1,1,0,"reliability, emphaty"
segi kampus kurang terumata fasilitas sedia tidak sesuai harap,3,1,1,0,1,"tangibles, reliability, assurance"
segi tidak memuaskan dosen tidak baik segi ajar,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
kurang peka mahasiswa kurang memahami materi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi tidak memuaskan,3,0,0,0,0,umum
rasa proses urus berkas alami mana sering terjadinya tidak organisir prodi fakultas lama pemprosesan berkas,3,1,1,0,1,"tangibles, reliability, assurance"
kurang tepat mempersiapkan pemprosesan dokumen berkas mahasiswa kepentingan akademik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi fakultas peduli maju mahasiswa kurang peduli kesulitan alami mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas bagus mulai toilet bersih harum ruang kelas luas canggih lab komputer bagus sarana parkir,4,1,1,0,1,"tangibles, reliability, assurance"
dosen staf ramah mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen staf baik tidak membeda-bedakan para mahasiswa para mahasiswa merasa laku adil,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pelayanan fasilkom cepat tanggap,4,1,0,0,0,tangibles
fakultas peduli minat bakat para mahasiswa banyak suluh minat bakat baik akademik olimpiade non akademik olahraga tari seni lain lain,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
aspek fasilitas fisik kampus studi baik ruang kuliah proses ajar hanya rang dingin ruang kurang pada panas tidak nyaman,3,1,1,0,1,"tangibles, reliability, assurance"
laboratorium toilet bagus tetap bersih,3,1,0,0,0,tangibles
aspek kradaan dosen staf akademik pikir terbaik mengatakan materi dosen paham baik baik serta praktik memberi paham lebih baik materi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ada elearning akses modul mudah,3,0,0,0,0,umum
layanan awat berkas mungkin saat berkas panjang tertunda,3,0,0,0,1,assurance
fasilitas kampus pada,4,1,1,0,1,"tangibles, reliability, assurance"
ruang kelas dingin lengkap,4,1,1,0,1,"tangibles, reliability, assurance"
laboratorium bagus ruang lab tidak proyektor buat nerangin harus g-meet belajar,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
toilet bersih rapi salur keran bocor,4,1,0,0,0,tangibles
ruang ibadah nyaman bersih menyediakan mukenah mungkin 2-3 mukenah lagi,4,1,1,0,1,"tangibles, reliability, assurance"
dosen masuk ruang jelas menyampaikan materi suka cepat2 kadang kurang mengerti materinta,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas sendiri banyak harus baik gedung kelas sendiri proper,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
harus baik jalan menuju kelas becek toilet bau toilet menyengat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tangga menuju transisi lantai lantai berserakan barang tidak lagi alangkah baiknya solusi,4,0,0,0,0,umum
komputer lab tidak,4,0,0,0,0,umum
spot tempat duduk gedung sedikit harap tambah,4,0,0,0,0,umum
harap tempat buang air besar kucing banyak kotoran kucing berserakan,4,1,0,0,0,tangibles
dosen sendiri tahu handal bidang ajar bukan bidang,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staff,4,0,0,0,0,umum
faidokom ti memeberikan terbaik rasa uang kuliahbterlalu mahal apa,4,1,0,0,1,"tangibles, assurance"
nyaman kiah fasilkim ti fasilitas lengkap cuman wifi lemot,4,1,1,0,1,"tangibles, reliability, assurance"
ac nyala semua dingin mrnggil membuat para mahasiswa semakin konsentrasi proses belajar ajar,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen dosen fasilkom ti ramah,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
terbaik utnuk para mahasiswa fasilkom ti bagus bagus bagus bagus bagus bagus bagus overall kqmi merasa puas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
lengkap fakultas bagus,4,1,1,0,0,"tangibles, reliability"
mulai ruang kelas lengkap dingin proyektor dll,4,1,1,0,1,"tangibles, reliability, assurance"
toilet bersih rapi,4,1,0,0,0,tangibles
tempat parkir sedia luas bagus,4,0,0,0,0,umum
sampai materi dosen bagus mudah erti jelas,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pelayanan mahasiswa ramah2 sabar,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
bersih lingkungan bersih,4,1,0,0,0,tangibles
fakulatas lengkap pentagon oktagona enak,4,0,0,0,0,umum
ruang ibadah rapi bersih menyediakan mukenah orang mau ibadah tidak bawa mukenah,4,1,1,0,1,"tangibles, reliability, assurance"
keren merasa puas overall star,4,0,0,0,0,umum
aspek fasilitas fasilkom-ti belum pada,2,1,1,0,1,"tangibles, reliability, assurance"
satu ruang kuliah proyektor rusak lama sampai belum solusi penggunaan proyektor cadangan,2,1,1,0,1,"tangibles, reliability, assurance"
laboratorium kurang pada ruang tidak semua komputer tidak nyala,2,1,1,0,1,"tangibles, reliability, assurance"
aspek kurang memuaskan,2,0,0,0,0,umum
dosen sering batal jadwal kuliah alas kurang jelas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tidak semua dosen modul kuliah salah satu fasilitas wajib dapat mahasiswa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
lambat dosen seringkali menganggu susun kegiatan mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
membuat mahasiswa berkegiatan rutin kampus kesulitan atur jadwal,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
mahasiswa hadir kelas dimulai pukul 13,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
00 pukul 15,3,0,0,0,0,umum
30 mahasiswa milik kegiatan dimulai pukul 16,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
00 lambat dosen memakan jam mengganggu fokus jadwal awal direcanakan mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staf akademik kurang membantu kurang responsif mahasiswa milik kepentingan hubung surat surat,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sebagai contoh tempo mengikuti lomba tingkat nasional bawa nama kampus atas nama daerah sumatera utara berangkat lomba harus urus berkas surat surat sendiri staf akademik kurang responsif kurang membantu,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sedikit kebingungan urus berkas untung atas baik,3,1,1,0,1,"tangibles, reliability, assurance"
fasilitas fisik kampus kurang komputer lab kurang,2,1,1,0,1,"tangibles, reliability, assurance"
respon terkadang lama terkadang harus menunggu respon pihak kampus urus lama,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
toilet ruang lampu mati,2,1,1,0,1,"tangibles, reliability, assurance"
mushola sekitar belum harus masjid fakultas dokter gigi,2,1,1,1,0,"tangibles, reliability, emphaty"
tempat duduk mahasiswa luar lagi biar mahasiswa duduk bareng teman nugas ruang tempat menunggu,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
senang berada lingkungan fasilkom-ti,5,0,0,0,0,umum
mulai ruang kuliah nyaman kelas fasilitas baik,5,1,1,0,1,"tangibles, reliability, assurance"
dosen pengajar tanggung jawab dosen halang hadir sesuai jadwal kuliah pasti ganti jadwal kuliah lain sesuai banyaknya sks,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
materi kuliah mudah akses tersedia e-learning,5,0,0,0,1,assurance
staf tu ramah responsif masalah terkait ruang kuliah,5,1,1,0,1,"tangibles, reliability, assurance"
fakultas peduli prestasi oleh mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fisik kampus fasilitas berada kampus pada proyektor terkadang mas rusak ac kurang dingin mungkin perlu tambahin kantin agar mahasiswa tidak perlu keluar fakultas membeli makanan,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
andal dosen staf akademik papar materi dosen handal tidak mambuat bosan mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staff akademik peka kebutuhan mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku mahasiswa dosen staff akademik laku mahasiswa baik staff akademik bertanya kekurangan fasilitas ruang,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap dosen staff akademik fasilkom milik peka tinggi masalah mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
empathy paham kepentingan mahasiswa baik dosen staff akademik milik peka tinggi paham kepentingan mahasiswa baik absensi mahasiswa alas mahasiswa tidak mengikuti kuliah,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas kampus baik,3,1,1,0,1,"tangibles, reliability, assurance"
lengkap fasilitas kelas lab lumayan lengkap,3,1,1,0,1,"tangibles, reliability, assurance"
hanya saja terkadang properti kelas proyektor terkadang tidak kendala,3,1,0,0,0,tangibles
bersih toilet tingkat lagi,3,1,0,0,0,tangibles
kegiatan belajar kurang merasa dosen tidak terlalu jelas materi kuliah dosen terkadang tidak masuk kegiatan lain seminar,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
urus berkas staf akademik tingkat cepat proses,3,0,1,1,1,"reliability, emphaty, assurance"
fakultas lumayan baik membantu mahasiswa segi kendala tugas,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas kampus baik,3,1,1,0,1,"tangibles, reliability, assurance"
lengkap fasilitas kelas lab lumayan lengkap,3,1,1,0,1,"tangibles, reliability, assurance"
hanya saja terkadang properti kelas proyektor terkadang tidak kendala,3,1,0,0,0,tangibles
bersih toilet tingkat lagi,3,1,0,0,0,tangibles
ruang ibadah kurang,3,1,1,0,1,"tangibles, reliability, assurance"
kegiatan belajar kurang dosen tidak terlalu jelas materi kuliah,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
urus berkas staf akademik tingkat cepat proses,3,0,1,1,1,"reliability, emphaty, assurance"
fakultas lumayan baik membantu mahasiswa segi kendala tugas,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
feedback pengalaman berkuliah,4,0,0,0,0,umum
fasilitas fisik rasa baik mana kelas bersih rapi tidak sampah bertebaran jalan tidak fasilitas rusak ac proyektor lampu lain lain semua nyala baik toilet bersih air,4,1,1,0,1,"tangibles, reliability, assurance"
dosen mungkin dosen kurang baik dosen tidak kabar kelas dosen jarang masuk dosen hanya materi powerpoint,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen bertolak,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staff semua baik bagus kerja,4,1,1,0,1,"tangibles, reliability, assurance"
feedback pengalaman berkuliah fasilkom ti usu,3,1,0,0,1,"tangibles, assurance"
fasilitas fisik rasa baik mana kelas bersih rapi tidak sampah bertebaran jalan tidak fasilitas rusak ac proyektor lampu lain lain semua nyala baik toilet bersih air,3,1,1,0,1,"tangibles, reliability, assurance"
dosen mungkin dosen kurang baik dosen tidak kabar kelas dosen jarang masuk dosen hanya materi powerpoint,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen bertolak,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staff semua baik bagus kerja,3,1,1,0,1,"tangibles, reliability, assurance"
fasilitas memuaskan mungkin perlu menyediakan remote ac milik baterai sedia tiap kelas lab alas ac sering sendiri kelas tidak mahasiswa milik android infrarednya,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
menyediakan sabun cuci tangan berbentuk cair kamar mandi,3,0,0,0,0,umum
reliabilit dosen suka lalai ajar sering mengabaikan chat komting kelas sering terjadi jam kosong kalau dosen cepat merespon chat komting kelas jam kosong jadwal kuliah ganti matkul lain,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staf aman kurang lihai mahasiswa enggan bawa kendara kurang lihai staf aman,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fakultas membantu masalah akademik,3,1,1,1,0,"tangibles, reliability, emphaty"
empathy rasa fakultas belum membantu mahasiswa kembang minat bakat mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
feedback pengalaman berkuliah fasilkom ti usu,5,1,0,0,1,"tangibles, assurance"
fasilitas fisik rasa baik mana kelas bersih rapi tidak sampah bertebaran jalan tidak fasilitas rusak ac proyektor lampu lain lain semua nyala baik toilet bersih air,5,1,1,0,1,"tangibles, reliability, assurance"
dosen mungkin dosen kurang baik dosen tidak kabar kelas dosen jarang masuk dosen hanya materi powerpoint,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen bertolak,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staff semua baik bagus kerja,5,1,1,0,1,"tangibles, reliability, assurance"
respon pun cepat mudah paham,5,0,0,0,0,umum
ruang kuliah proyektor hidup warna berbeda laboratorium ac tidak menyala tidak dingin,2,1,1,0,1,"tangibles, reliability, assurance"
dosen menyampaikan materi kuliah jelas kebanyakan modul mahasiswa sering lambat hanya menjelang ujian kebanyakan dosen lambat memberi tahu tidak kelas dosen tidak datang,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
urus berkas mahasiswa staf fakultas lama butuh hari,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
layanan akademik fasilkom-ti usu kurang memuaskan,2,0,1,1,0,"reliability, emphaty"
fasiltas kampus pada sedia jaringan internet gratis,3,0,1,0,0,reliability
kekurangan utama fasilitas kampus tidak sedia kantin,3,1,1,0,1,"tangibles, reliability, assurance"
dosen tugas fakultas membantu mahasiswa kesulitan,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staf akademik membantu mahasiswa bantu,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fakultas netral mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fakultas merespon cepat,3,1,1,0,0,"tangibles, reliability"
fakultas memahami kepentingan mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
simpul fakultas kampus milik kualitas melayani kepentingan warga fakultas,3,1,1,0,0,"tangibles, reliability"
ffakultas milik ruang kelas mungkin meja meja lebih besar sebab mahasiswa laptop,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laboratorium bagus lagi agar nampak lebih modern rapi,3,0,0,0,0,umum
dosen memahami mahasiswa bawa materi menyenangkan,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staf akademik membantu memenuhi kepentingan mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fakultas tidak terlalu duli perkembangan mahasiswa kurang fasilitas klub khusus latih kemampuan mahasiswa banyak mahasiswa otodidak tidak kembang baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fisik fasilkom-ti mumpuni walau tetap kurang bersih kamar mandi,2,1,1,0,1,"tangibles, reliability, assurance"
