ulasan,rating,tangibles,reliability,emphaty,assurance,kategori,sentiment,polaritas
fasilitas dapatkan lumayan ruang kelas luas baik serta bersih kamar mandi bersih serta air bebas ac dingin,1,1,1,0,1,"tangibles, reliability, assurance",6,positive
samping tidak puas dosen terkadang sulit hubung terkadang tidak perduli,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
sampai materi sembarangan tidak kuasa materi mahasiswa tidak mengerti apa dosen pengajar,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
laku mahasiswa terkadang tidak merata,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
aspek fasilitas fisik kampus dapatkan fasilkom ti usu tidak memuaskan,4,1,1,0,1,"tangibles, reliability, assurance",-6,negative
ruang kuliah terkadang tidak dingin meja kursi kurang layak pakai papan tulis hitam,4,1,1,0,1,"tangibles, reliability, assurance",-15,negative
komputer laboratorium banyak tidak ruang laboratorium panas,4,1,1,0,1,"tangibles, reliability, assurance",2,positive
lampu toilet lama tidak hidup belum ganti,4,1,0,0,0,tangibles,-5,negative
wastafel tidak keluar air,4,0,0,0,0,umum,2,positive
lantai gelembung basah,4,0,0,0,0,umum,0,netral
lantai gelembung basah,4,0,0,0,0,umum,0,netral
bahaya orang jadi rentan terpeleset,4,0,0,0,0,umum,-10,negative
wifi lelet tidak jangkau wilayah fasilkom ti andal dosen staf akademik memuaskan,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",10,positive
meskipun dosen datang tidak besar dosen datang,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-12,negative
modul bagus,4,0,0,0,0,umum,2,positive
dosen mudah,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
bidang laku mahasiswa baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
mahasiswa perlu urus berkas tanggap cepat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
santun kurang staf akademik sedikit ketus menanggapi,4,0,1,1,0,"reliability, emphaty",-5,negative
layanan akademik fasilkom-ti usu tidak memuaskan,1,0,1,1,0,"reliability, emphaty",-2,negative
poin sering terjadi kekurangan kursi tidak layak pakai komputer laboratorium banyak tidak fungsi wastafel tidak fungsi lalu wifi lambat sulit jangkau bagian gedung,1,1,0,0,0,tangibles,1,positive
poin poin penting bagi akademis,1,0,0,0,0,umum,9,positive
dosen banyak ganti jadwal terjadi ganti jadwal tahu semua mahasiswa kelas ketidak-konsistenan tidak jarang ada kuliah online luar jam contoh 21 00,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",12,positive
fasilitas fisik sebenarnya tingkat lantai retak kamar mandi kumuh proyektor miring kursi kayu dsb,2,1,1,0,1,"tangibles, reliability, assurance",-7,negative
andal dosen staf akademik overall baik dosen jarang masuk kelas mungkin kurang memahami mata kuliah ajar mata kuliah sulit erti,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-5,negative
laku mahasiswa baik staffnya ramah mampu menolong baik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",17,positive
belum temu bantu masalah akademik bantu bagi mahasiswa tidak mampu,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",0,netral
empati lumayan baik fakultas peduli mahasiswa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
simpul fakultas baik kualitas lumayan bagus ajar bagus,2,1,1,0,1,"tangibles, reliability, assurance",16,positive
fakultas lebih perhati hidup mahasiswa kampus tingkat kualitas infrastruktur kampus,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
berada fakultas merasa belum puas fasilitas berada fakultas,2,1,1,0,1,"tangibles, reliability, assurance",5,positive
contoh toilet kurang awat banyak toilet wanita tidak milik lampu tidak mushollah lumut trotoar samping fakultas bahaya pejal kaki jalan atas trotoar licin hujan alangkah lebih baik lumut bersih selamat pejal kaki,2,1,1,0,1,"tangibles, reliability, assurance",-5,negative
laku staff tenaga pendidik mahasiswa baik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",9,positive
berada fakultas merasa puas layanan fasilitas andal dosen fakultas ilmu komputer teknologi informasi,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",21,positive
fasilitas fakultas baik,5,1,1,0,1,"tangibles, reliability, assurance",5,positive
contoh ruang kelas bersih tertata,5,1,1,0,1,"tangibles, reliability, assurance",-6,negative
laboratorium pada,5,0,0,0,0,umum,-9,negative
toilet banyak tidak perlu antri toilet,5,1,0,0,0,tangibles,1,positive
lingkungan fakultas bersih,5,1,1,0,0,"tangibles, reliability",3,positive
dosen papar materi mudah paham mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",0,netral
modul mahasiswa lengkap sebagai pegang mahasiswa ajar,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
fasilitas kamar mandi not bad ruang kuliah bagus lab kurang memenuhi standar jurus imilkom jauh bayang computer mengalami kendala tidak pakai jadi pihak kampus lebih perhati lab lagi tempat ibadah tidak buruk,3,1,1,0,1,"tangibles, reliability, assurance",-4,negative
masalah materi kuliah seajauh aman mas dimngerti modul cmn satu berguna kalo masalah dosen jauh kata dosen tidak datang ngabari semua mahasiswa menunggu kelas dosen telat datang kelas 30 menit jam,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-19,negative
fasilitas dapatkan baik ruang kelas belajar ajar luas nyaman toilet kurang bersih kurang pencahayaan tempat ibadah minim,2,1,1,0,1,"tangibles, reliability, assurance",2,positive
ruang laboratorium lengkap komputer baik,2,1,1,0,1,"tangibles, reliability, assurance",-5,negative
dosen staf baik dosen proses belajar ajar baik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
laku mahasiswa baik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
dosen benar benar ajar materi baik jelas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",9,positive
dosen memberi modul e-learning mahasiwsa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
pihak fakultas ayom mahasiswa baik mengalami kendala kuliah,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
fasilitas baik semua terawat dgn maksimal dosen materi staf membantu fakultas cepat tanggap masalah mahasiswa fakultas peduli mahasiswa kurang mampu dgn menyediakan kip fakultas berusaha memahami minat bakat mahasiswa dgn menyediakan workshop bootcamp olimpiade juara nasional lain lain modul mahasiswa membantu berguna bimbingan dosen membantu mahasiswa dgn sepenuh hati,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",35,positive
kampus kurang contoh lampus kamar mandi tidak menyala air kamar mandi bocor keluar andal dosen staf akademik memuaskan,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
meskipun dosen datang tidak besar dosen datang,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-12,negative
modul bagus,3,0,0,0,0,umum,2,positive
dosen mudah paham,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
bidang laku mahasiswa baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
mahasiswa perlu urus berkas tanggap cepat,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
santun kurang staf akademik sedikit ketus menanggapi,3,0,1,1,0,"reliability, emphaty",-5,negative
fasilitas dapatkan baik ruang kelas luas nyaman toilet kurang bersih kurang pencahayaan tempat ibadah minim,2,1,1,0,1,"tangibles, reliability, assurance",-2,negative
ruang laboratorium lengkap komputer baik,2,1,1,0,1,"tangibles, reliability, assurance",-5,negative
dosen staf baik dosen proses belajar ajar baik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
laku mahasiswa baik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
dosen memberi modul e-learning mahasiswa ajar,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
pihak fakultas ayom mahasiswa baik mengalami kendala kuliah,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
fasilitas dapatkan baik ruang belajar ajar luas nyaman lengkap ac ruang laboratorium lengkap komputer pada,5,1,1,0,1,"tangibles, reliability, assurance",3,positive
dosen staf baik dosen proses belajar ajar baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
dosen memberi modul e-learning mahasiswa,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
staf membantu staf melayani sopan santun,5,0,1,0,0,reliability,11,positive
laku mahasiswa baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
pihak fakultas ayom mahasiswa baik mengalami kendala kuliah,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
berkuliah fasilko ti usu fasilitas kurang terutama gedung terutama lab banyak komputer tidak pakai sebagai jurus it tempat ibadah minim belom dosen tidak sesuai pikir mahasiswa dosen menuntut semua harus tau orang berbeda beda tidak harus paksa pengurus berkas fasilkom ti kurang ramah mahasiswa segan urus berkas berkas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-54,negative
nilai layanan akademik fasilkom-ti jauh kata memuaskan,2,0,1,1,0,"reliability, emphaty",8,positive
aspek rasa aktivitas butuh layanan akademik fasilkom-ti,2,0,1,1,0,"reliability, emphaty",-7,negative
segi kampus kurang terumata fasilitas sedia tidak sesuai harap,2,1,1,0,1,"tangibles, reliability, assurance",-3,negative
segi tidak memuaskan dosen tidak baik segi ajar,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-15,negative
kurang peka mahasiswa kurang memahami materi,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-11,negative
segi tidak memuaskan,2,0,0,0,0,umum,-9,negative
rasa proses urus berkas alami mana sering terjadinya tidak organisir prodi fakultas lama pemprosesan berkas,2,1,1,0,1,"tangibles, reliability, assurance",-1,negative
kurang tepat mempersiapkan pemprosesan dokumen berkas mahasiswa kepentingan akademik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
segi fakultas kurang peduli kesulitan alami mahasiswa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-17,negative
toilet kurang baik kurang bersih kurang pencahayaan air tidak tersedia,2,1,1,0,1,"tangibles, reliability, assurance",-14,negative
tempat ibadah minim sekali,2,0,0,0,0,umum,-5,negative
ruang kelas panas ac ruang laboratorium komputer tidak sayang hanya pajang,2,1,1,0,1,"tangibles, reliability, assurance",-21,negative
dosen tidak datang banyak urus lain baik hubung urus kampus urus individu kadang info mepet masuk tidak kelas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
layanan akademik fasilkom ti,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
memuaskan toilet bersih hanya saja kurang bagi ruang ibadah kurang kipas angin ruang kuliah pas pas terbatas,4,1,1,0,1,"tangibles, reliability, assurance",-6,negative
reability dosen baik terang materi kuliah kurang baik terang materi kuliah,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",9,positive
staf akademik membantu mahasiswa kendala akademik alami mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
responsivenees fakultas lebih banyak membantu bagi mahasiswa kurang mampu bentuk keringanan ukt,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
empathy fakultas perhati minat bakat mahasiswa fasilkom ti,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
layanan sedia jauh harap,2,0,0,0,0,umum,4,positive
kelola fasilitas kurang tambah lagi tidak tempat ibadah kantin fakultas,2,1,1,0,1,"tangibles, reliability, assurance",-4,negative
segi modul materi memuaskan,2,0,0,0,1,assurance,1,positive
masalah tidak suka ketidaktepatan dosen masuk kegiatan,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
terkait layanan urus berkas rasa perlu tingkat lagi terkadang berkas urus lama,2,0,0,0,1,assurance,-5,negative
fasilitas kampus banyak kekurangan,1,1,1,0,1,"tangibles, reliability, assurance",2,positive
toilet utk toilet cewek sekian banyak toilet hanya satu toilet lampu nyala,1,1,0,0,0,tangibles,9,positive
proyektor masalah terutama salah satu ruang kelas belajar ruang tsb butuh banyak utk urus proyektor sering tidak menyala,1,1,1,0,1,"tangibles, reliability, assurance",-11,negative
tiga tempat ibadah mengecewakan bagi teman muslim ibadah tetangga fkg bagi teman kristen dkk lebih sering ruang kelas utk ibadah,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
fasilitas kampus fasilkom-ti baik termasuk salah satu terbaik usu,3,1,1,0,1,"tangibles, reliability, assurance",5,positive
hanya saja oknum-oknun tidak tanggung jawab tidak milik rasa milik tidak jaga baik sampai rusak,3,1,1,0,1,"tangibles, reliability, assurance",0,netral
kuliah jurus ilmu komputer salah satu jurus terbaik usu,3,0,0,0,0,umum,9,positive
fasilitas rasa memuaskan jurus,3,1,1,0,1,"tangibles, reliability, assurance",5,positive
balik lagi sadar diri lingkungan fasilitas mahasiswa terjaga sampai rasa junior depan,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-2,negative
terimakasih,3,0,0,0,0,umum,5,positive
fasilitas fasilkom ti memenuhi kegiatan ajar tatap muka ruang kelas adem nyaman staf akademik baik melayani mahasiswa sering menyampaikan informasi tentang berkas administrasi mahasiswa dosen pengertian mahasiswa tidak semua tau apa ajar membuat nyaman ajar paksa mahasiswa harus tau tentang fakultas tanggapan apa bakat minat mahasiswa bidang apa mahasiswa minat,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",19,positive
lingkugan kelas kurang bersih,2,1,0,0,0,tangibles,-7,negative
mana kejadian kotoran kucing lorong sehinggan sebab lorong bau kotoran kucing sampah makanan plastik sterofoam terlalu mana tempat tampung terlalu kecil sampah berserakan tempat sampah,2,0,0,0,0,umum,-45,negative
pengajar dosen kurang materi jelas,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
fakultas banyak membantu kepentingan mahasiswa komunikasi jalan lancar cepat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",21,positive
terutama keperluan berkas kurang langsung baik benar,4,1,1,0,1,"tangibles, reliability, assurance",8,positive
fakultas dukung penuh bantu mahasiswa kurang mampu aktif kuliah,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
tetap kuliah mahasiswa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
fakultas tidak membuat lebih rumit banyak suka pegawai fakultas,4,1,1,0,0,"tangibles, reliability",4,positive
terimakasih,4,0,0,0,0,umum,5,positive
fasilitas sedia baik ruang kelas luas nyaman full ac toilet bersih hanya saja minim tempat ibadah,5,1,1,0,1,"tangibles, reliability, assurance",-6,negative
dosen staff baik dosen proses belajar ajar baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
laku dosen pembimbing akademik mahasiswa kurang baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
pihak fakultas ayom mahasiswa mengalami masalah kuliah sikap tanggap kurang fakultas mahasiswa keringanan biaya,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
fasilitas kampus lab komputer ruang kelas prodi s-1 ilmu komputer kendala kursi ruang kelas pakai kursi kayu lama kursi tidak layak ganti kursi lebih baik,2,1,1,0,1,"tangibles, reliability, assurance",-12,negative
pc lab pemrograman speknya tidak pada lama booting buka aplikasi lama pc aio monitor masalah,2,0,0,0,0,umum,-8,negative
lantai keramik lab banyak pecah pecah,2,1,0,0,0,tangibles,3,positive
penjelasan materi erti tergantung dosen modul lab membantu mudah paham,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",16,positive
in my opinion the explanation of the material provided is quite understandable depending on the lecturer the modules provided by the lab are very helpful and easy to understand,4,0,0,0,0,umum,0,netral
thats for my opini sorry for my bad words,4,0,0,0,0,umum,-8,negative
hanya dapat oiya satu lagi fakultas mampu membantu mahasiswa kurang mampu,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
gedung fakultas kecil banding fakultas,2,1,1,0,0,"tangibles, reliability",0,netral
dosen jarang masuk pelajaran jadwal dia memasuki kelas ajar,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-5,negative
kesenjangan jurus dalam ilmu komputer teknologi informasi,2,0,0,0,0,umum,5,positive
kelas jurus teknologi informasi lebih mewah banding ilmu komputer,2,1,0,0,0,tangibles,6,positive
meja mahasiswa teknologi informasi lebih mahal fungsional banding meja ilmu komputer meja les murah,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",14,positive
ukt bayar sama jurus,2,1,0,0,0,tangibles,4,positive
fasilitas fisik kampus fasilitas fisik kampus bagus,3,1,1,0,1,"tangibles, reliability, assurance",6,positive
