Timestamp,Berikan Penilaian/Feedback Anda Sesuai Petunjuk Yang Ada,Seberapa memuaskan layanan akademik Fasilkom-TI USU yang kamu terima (secara keseluruhan) ?
03/12/2022 16:25:37,"Menurut penilaian saya pelayanan akademik fasilkom-ti sangat jauh dari kata memuaskan hal ini dapat saya katakan dikarenakan dari beberapa aspek yang saya rasakan selama membutuhkan aktifitas layanan dari akademik fasilkom-ti.walaupun menurut saya dari segi Tangibles yaitu fasilitas sudah cukup baik akan tetapi pengelolaannya masih sangat kurang ditambah lagi tidak ada tempat ibadah di fasilkom-ti ini.Untuk dari segi rehability menurut saya overall sudah cukup baik dan sudah sangat memuaskan dari segi modul atau materi yang digunakan maupun dari segi kebutuhan akademik mahasiswa,hanya saja ada sedikit kurang pada ketetapan waktu pada saat dosen masuk",4
03/12/2022 16:59:52,"Keadaan akademik Fasilkom-TI masih terbilang kurang, dikarenakan ada banyak dosen yang masih menginginkan mahasiswa untuk belajar daring, tetapi dari pihak prodi sudah memberikan izin untuk melaksanakan kegiatan offline. Selain daripada itu bobot materi yang diberikan masih kurang menurut saya, karena tidak sesuai dengan tugas yang diberikan. Bahkan beberapa dosen memberikan tugas tidak sesuai SOP, deadline yang tidak sesuai (pengumpulan lebih cepat dari deadline seharusnya). Tugas yang diberikan juga tergolong banyak.",1
03/12/2022 17:00:00,"Menurut penilaian saya, untuk aspek Reliability cukup memuaskan. Dan dari segi kejelasan materi yang disampaikan oleh Dosen sangat memuaskan. Namun ada beberapa materi yang sulit untuk dipahami oleh mahasiswa karena penyampain materi yang kurang menarik dan efisien. Terkadang tugas yang diberikan agak sulit untuk dikerjakan karena mahasiswa/i kurang mengerti tentang penjelasan materi sebelumnya. Hal ini menyebabkan beberapa mahasiswa/i menjadi kesulitan dalam mengerjakan tugasnya dalam kurun waktu tertentu. ",1
03/12/2022 17:05:49,"Keadaan Fasilkom-TI saat ini sudah sesuai dengan akreditasi yang diberikan. Dengan akreditasi unggul, pelayanan pendidikan yang baik, materi dari dosen sudah sangat jelas, tugas yang sesuai dengan materinya, deadline yang masih masuk di akal juga tugas dengan bobot yang sesuai. Selain itu, sikap tanggap dari dosen sangat baik, mampu untuk membantu mahasiswa yang masih belum mengerti untuk dapat memahami materi yang dibawakan oleh dosen tersebut. Dosen pembimbing akademik juga mampu untuk memahami para mahasiswanya.",5
03/12/2022 17:08:10,"Menurut penilaian saya dari segi Aspek Tangibles, fasilitas kampus sangat memuaskan. Lingkungan sekitar kampus, kelas dan lain-lain sangat bersih dan nyaman. Ruang kelas yang besar, bersih, dan rapi membuat kegiatan pembelajaran menjadi lebih nyaman dan lancar. Laboratorium juga memadai untuk menfasilitasi kegiatan praktikum lab mahasiswa. Semoga Fasilitas kampus Fasilkom-TI bisa menjadi lebih baik lagi untuk kedepannya agar masyarakat di Fasilkom-TI dapat memanfaatkan untuk kebutuhan mereka masing-masing. ",5
03/12/2022 17:08:11,"Fasilitas di Fakultas Ilmu Komputer dan Teknologi Informasi (Fasilkom-TI) menurut saya masih berada di area yang abu-abu, karena terdapat beberapa hal yang baik dan beberapa yang kurang baik. Untuk suasana kelas nya sudah termasuk yang nyaman dengan beberapa hal yang mungkin dapat mengganggu dari waktu ke waktu. Ruang kelas nya sendiri tergolong cukup luas, namun pendinginan ruangan kelasnya sedikit kurang merata. Toilet yang tersedia terkadang kurang bersih. Keadaan dosen dan staf baik. Secara keseluruhan fasilitas yang ditawarkan sudah mencukupi.",3
03/12/2022 17:12:17,Fasilitas di Fakultas Ilmu Komputer dan Teknologi Informasi (Fasilkom-TI) menurut saya sudah termasuk memuaskan dengan berbagai fasilitas yang ditawarkan. Untuk suasana kelas nya sudah termasuk yang nyaman dengan fasilitas yang bekerja dengan baik seperti proyektor Ruang kelas nya sendiri tergolong cukup luas dan pendinginan ruangan kelasnya cukup sejuk. Toilet yang tersedia juga tergolong bersih.. Keadaan dosen dan staf baik. Secara keseluruhan fasilitas yang ditawarkan dapat membantu mahasiswa kedepannya.,4
03/12/2022 17:44:40,"Fasilitas yang saya dapatkan sudah lumayan, Ruangan kelas yang luas dan baik serta dibersihkan setiap hari, kamar mandi bersih serta air yang bebas, dan AC yang dingin. Tetapi disamping itu saya tidak puas dengan Dosen yang terkadang sulit dihubungi, dan terkadang tidak perduli. Penyampaian materi juga sembarangan, bahkan tidak menguasai materi yang disampaikan sehingga mahasiswa tidak mengerti apa yang disampaikan oleh dosen pengajar. Selain itu, perlakuan terhadap mahasiswa juga terkadang tidak merata.",1
03/12/2022 17:50:20,"Menurut saya, aspek tangibles atau fasilitas fisik kampus yang saya dapatkan di Fasilkom TI USU masih sangat tidak memuaskan. Dari ruang kuliahnya terkadang tidak dingin, meja dan kursi yang kurang layak dipakai, papan tulis yang sudah menghitam. Komputer pada laboratorium banyak yang tidak dapat digunakan, ruangan laboratorium juga panas. Lampu toilet yang sudah lama tidak dapat hidup tapi belum diganti. Wastafel juga tidak mengeluarkan air. Lantai yang menggelembung dan basah. setiap saat. Menurut saya itu sangat bahaya, karena orang jadi sangat rentan terpeleset. Dan wifi yang lelet dan tidak dapat dijangkau di seluruh wilayah Fasilkom TI:
Menurut saya, reliability atau keandalan dosen dan staf akademik sudah cukup memuaskan. Meskipun ada beberapa dosen yang datang tidak tepat waktu, sebagian besar dosen datang tepat waktu. Modul yang diberikan juga bagus. Cara menjelaskan beberapa dosen mudah. dipahami. Dalam bidang assurance atau perlakuan terhadap mahasiswa juga sudah cukup baik. Jika mahasiswa perlu mengurus berkas-berkas biasanya ditanggapi dan dikerjakan dengan cepat. Walaupun dalam kesantunan masih kurang karena ada staf akademik yang sedikit ketus dalam menanggapi.",4
03/12/2022 18:25:27,"Menurut saya layanan akademik Fasilkom-TI USU masih tidak memuaskan. dari poin Tangibles, masih sering terjadi kekurangan seperti kursi tidak layak pakai, komputer di laboratorium masih banyak yang tidak berfungsi, wastafel masih ada yang tidak berfungsi, lalu wifi masih lambat dan sulit dijangkau di bagian gedung tertentu.  

Selanjutnya di poin Reliability, di mana poin ini penting bagi akademis menurut saya.. beberapa dosen banyak yang mengganti jadwal secara tiba-tiba, bahkan terjadi pergantian jadwal tanpa sepengetahuan semua mahasiswa di kelas, dengan ketidak-konsistenan itu tidak jarang yang mengadakan perkuliahan secara online diluar jam tersebut (contoh : 21:00)",1
03/12/2022 19:07:40,"Dari fasilitas fisik sebenarnya masih bisa ditingkatkan, seperti lantai retak, kamar mandi yang masih ""kumuh"", proyektor miring, kursi masih kayu, dsb.
Keandalan dosen dan staf akademik secara overall sudah sangat baik, tetapi ada beberapa dosen yang jarang masuk kelas, dan ada yang mungkin kurang memahami mata kuliah yang diajarkannya sehingga mata kuliah itu sulit dimengerti. 
Perlakuan pada mahasiswa sudah baik, staffnya ramah dan mampu menolong dengan baik.
Dalam responsiveness, belum ada saya temukan pembantuan masalah akademik dan bantuan bagi mahasiswa tidak mampu.
Empati, sudah lumayan baik karena fakultas ada peduli pada mahasiswanya.
Kesimpulannya, fakultas saya sudah baik, kualitasnya lumayan bagus dan pembelajaran yang didapat juga bagus. Namun dari fakultas bisa lebih dalam memperhatikan hidup mahasiswanya dalam kampus, dan juga meningkatkan kualitas infrastruktur kampus.",2
03/12/2022 19:40:29,"Menurut saya, selama saya berada di fakultas ini, saya merasa belum puas dengan fasilitas yang berada di fakultas. Contohnya pada toilet yang kurang perawatan (banyak toilet wanita yang tidak memiliki lampu), tidak adanya mushollah, dan berlumutnya trotoar samping fakultas yang dapat membahayakan pejalan kaki saat berjalan di atas trotoar tersebut karena licin pada saat hujan, alangkah lebih baik lumut tersebut dibersihkan demi keselamatan pejalan kaki. Perlakuan staff tenaga pendidik terhadap mahasiswa cukup baik. ",2
03/12/2022 19:50:45,"Menurut saya, selama saya berada di fakultas ini, saya merasa puas dengan layanan, fasilitas, dan keandalan dosen-dosen di fakultas Ilmu Komputer dan Teknologi Informasi.
Fasilitas di fakultas ini sangat baik. Contohnya pada ruangan kelas yang bersih dan tertata. Laboratorium yang memadai. Toilet yang cukup banyak, sehingga kami tidak perlu mengantri pada saat ingin ke toilet. Lingkungan fakultas yang bersih. Dosen yang memaparkan materi mudah dipahami mahasiswa. Modul yang diberikan kepada mahasiswa cukup lengkap sebagai pegangan mahasiswa saat pembelajaran.",5
03/12/2022 20:04:15,"Pertama untuk fasilitas kamar mandi not bad, ruang kuliah juga bagus tapi untuk lab sangat sangat kurang memenuhi standar apalagi untuk jurusan imilkom jauh dari yang dibayangkan beberapa computer juga mengalami kendala dan tidak bisa di pakai jadi seharusnya pihak kampus lebih memerhatikan lab lagi, untuk tempat ibadah juga tidak buruk. Kedua masalah materi perkuliahan seajauh ini aman atau masi bisa dimngerti modul cmn satu dan itu juga berguna, kalo masalah dosen tepat waktu itu sangat sangat jauh dari kata tepat waktu ada dosen yang tidak datang tapi ngabari nya setelah semua mahasiswa menunggu di kelas ada juga dosen yg telat datang ke kelas 30 menit bahkan 1 jam.",3
03/12/2022 20:07:34,"Fasilitas yang saya dapatkan sudah cukup baik, ruang kelas belajar mengajar yang luas dan nyaman, namun toilet kurang bersih dan kurangnya pencahayaan,dan tempat ibadah yang minim.Ruang laboratorium yang dilengkapi komputer juga sudah cukup baik.Keadaan dosen dan staf baik,
dosen melakukan proses belajar mengajar dengan cukup baik. Untuk perlakuan pada
mahasiswa sudah baik.Dosen juga benar benar mengajari materi dengan baik dan jelas.Dosen juga memberi modul di e-learning pada mahasiwsa.Pihak fakultas mengayomi mahasiswa dengan cukup baik jika mengalami kendala dalam hal perkuliahan.",2
03/12/2022 20:10:03,Fasilitas sejauh ini baik semua terawat dan dapat di gunakan dgn maksimal dosen materi dan juga staf sangat membantu fakultas juga cepat tanggap mengenai masalah pada mahasiswa fakultas juga peduli pada mahasiswa yang kurang mampu dgn cara menyediakan kip fakultas nya juga berusaha memahami minat dan bakat mahasiswa dgn cara menyediakan workshop bootcamp olimpiade kejuaraan nasional dan lain lain modul yg di berikan ke mahasiswa juga sangat membantu dan berguna bimbingan dosen juga membantu mahasiswa dgn sepenuh hati,4
03/12/2022 20:14:57,"Menurut saya, reliability atau keandalan dosen dan staf akademik sudah cukup memuaskan. Meskipun ada beberapa dosen yang datang tidak tepat waktu, sebagian besar dosen datang tepat waktu. Modul yang diberikan juga bagus. Cara menjelaskan beberapa dosen mudah dipahami. Dalam bidang assurance atau perlakuan terhadap mahasiswa juga sudah cukup baik. Jika mahasiswa perlu mengurus berkas-berkas biasanya ditanggapi dan dikerjakan dengan cepat. Walaupun dalam kesantunan masih kurang karena ada staf akademik yang sedikit ketus dalam menanggapi.",4
03/12/2022 20:17:47,"Menurut saya, Tangibles kampus masih agak kurang contohnya seperti lampus kamar mandi sebagian tidak menyala dan air dari kamar mandi bocor keluar, reliability atau keandalan dosen dan staf akademik sudah cukup memuaskan. Meskipun ada beberapa dosen yang datang tidak tepat waktu, sebagian besar dosen datang tepat waktu. Modul yang diberikan juga bagus. Cara menjelaskan beberapa dosen mudah dipahami. Dalam bidang assurance atau perlakuan terhadap mahasiswa juga sudah cukup baik. Jika mahasiswa perlu mengurus berkas-berkas biasanya ditanggapi dan dikerjakan dengan cepat. Walaupun dalam kesantunan masih kurang karena ada staf akademik yang sedikit ketus dalam menanggapi.",3
03/12/2022 20:18:54,"Fasilitas yang saya dapatkan sudah cukup baik, ruang kelas yang luas dan nyaman, namun toilet kurang bersih dan kurangnya pencahayaan,dan tempat ibadah yang minim.Ruang laboratorium juga dilengkapi komputer sudah cukup baik.Keadaan dosen dan staf baik,dosen melakukan proses belajar mengajar dengan cukup baik. Untuk perlakuan pada mahasiswa sudah baik.Dosen juga memberi modul di e-learning pada mahasiswa untuk dipelajari.Pihak fakultas mengayomi mahasiswa dengan cukup baik jika mengalami kendala dalam hal perkuliahan.",2
03/12/2022 20:23:51,"Fasilitas yang saya dapatkan sudah cukup baik, ruang belajar mengajar yang luas dan
nyaman dan dilengkapi ac,ruang laboratorium yang juga dilengkapi komputer sudah cukup memadai.Keadaan dosen dan staf baik,dosen melakukan proses belajar mengajar dengan cukup baik.Dosen juga memberi modul di e-learning pada mahasiswa.Staf juga sangat membantu ketika ditanyakan sesuatu dan staf melayani dengan sopan santun.Untuk perlakuan pada mahasiswa sudah baik. Pihak fakultas mengayomi mahasiswa dengan cukup baik jika mengalami kendala dalam hal perkuliahan.",5
03/12/2022 20:24:57,"Menurut saya berkuliah di fasilko ti usu fasilitas nya masih kurang terutama di gedung D terutama di lab,banyak komputer yang tidak bisa dipakai,harusnya sebagai jurusan IT itu bisa di gunakan,kemudian tempat ibadah yang minim dan belom ada,untuk dosen ada yang menjelaskan tidak sesuai yang dipikirkan mahasiswa,ada dosen yang menuntut semua harus tau padahal setiap orang itu berbeda beda dan tidak harus dipaksakan,pengurus berkas di fasilkom ti Kurang ramah sehingga mahasiswa segan untuk mengurus berkas berkas,",2
03/12/2022 20:25:45,"Menurut penilaian saya, layanan yang diberikan akademik fasilkom-ti masih
sangat jauh dari kata memuaskan. Hal ini dapat saya katakan dikarenakan dari beberapa
aspek yang saya rasakan selama melakukan aktivitas yang membutuhkan layanan dari
akademik fasilkom-ti. Dari segi tangibles untuk kampus masih kurang menurut saya, terumata dari fasilitas yang disediakan juga tidak yang sesuai yang di harapkan. Untuk dari segi Reliability, menurut saya masih tidak begitu memuaskan beberapa dosen ada yang tidak begitu baik dalam segi mengajar. Kurangnya kepekaan kepada mahasiswanya yang kurang memahami materi. Manakala untuk segi Assurance
menurut saya sangat tidak memuaskan. Hal ini dapat dirasakan dari proses pengurusan
berkas yang pernah saya alami dimana sering terjadinya hal yang tidak terorganisir antara
prodi dan juga fakultas sehingga sangat lama dalam pemprosesan berkas. Hal ini juga
ditambahkan dengan kurangnya ketepatan waktu dalam mempersiapkan pemprosesan
dokumen atau berkas yang diperlukan mahasiswa untuk kepentingan akademik. Sedangkan
dari segi Emphaty, fakultas  kurang mempedulikan kesulitan yang dialami oleh mahasiswa.",2
03/12/2022 20:28:26,"Menurut saya,toilet kurang baik karena kurang bersih dan kurangnya pencahayaan dan airnya yang tidak selalu tersedia.Tempat ibadah juga minim sekali.Ruang kelas yang cukup panas walaupun ada ac dan juga ruang laboratorium yang terdapat komputer tapi tidak bisa digunakan menurut saya sangat disayangkan karena hanya seperti pajangan.Dosen tidak selalu datang tepat waktu karena ada banyak urusan lain baik berhubungan dengan urusan kampus atau urusan individu,kadang diinfokan dalam keadaan mepet bahwa masuk atau tidaknya kelas.",2
03/12/2022 20:28:53,"Menurut saya layanan akademik yang diberikan Fasilkom Ti 
A. Tangibles 
 Memuaskan karena toilet nya selalu dibersihkan dan hanya saja kurang dibagian ruang ibadah itu kurang kipas angin dan ruang kuliah itu juga masih pas pasan karena terbatas
B. Reability 
Menurut saya ada beberapa dosen yang baik dalam menerangkan materi kuliah dan ada juga yang kurang baik dalam menerangkan materi kuliah 
C. Assurance 
Menurut saya staf akademik membantu mahasiswa dalam kendala akademik yang dialami mahasiswa
D. Responsivenees
Menurut saya fakultas bisa lebih banyak membantu bagi mahasiswa yang kurang mampu dalam bentuk keringanan UKT 
E. Empathy 
Menurut saya fakultas cukup memperhatikan minat bakat mahasiswa fasilkom Ti",4
